index,c_inst_name_code,c_inst_code,c_inst_type_code,c_inst_begin_year,c_by_nianhao_code,c_by_nianhao_year,c_by_year_range,c_inst_begin_dy,c_inst_floruit_dy,c_inst_first_known_year,c_inst_end_year,c_ey_nianhao_code,c_ey_nianhao_year,c_ey_year_range,c_inst_end_dy,c_inst_last_known_year,c_source,c_pages,c_notes,c_secondary_source_author
653,271,597,1,1301.0,,,,18.0,18.0,,,,,,,,9599.0,6743,"from L.Walton: Liu Yueshen 劉岳申, Shenzhai Liu xiansheng wenji 申齋劉先生文集 [National Central Library 1970 Yuandai zhenben ed.], 6.16a-17a [Inscription on the Restoration of Qingzhou Academy]; Xu Youren, Zhizheng ji [e-SKQS], 36.10b-13a.",
654,271,3636,1,1315.0,628.0,2.0,2.0,18.0,,,,,,,,,38280.0,386,多个出處:元代書院之地理分佈P386;中國古代的書院制度P51;中國書院制度考略P21.,
655,272,598,1,,,,,18.0,18.0,,,,,,,,9599.0,6179,,
656,272,599,1,,,,,18.0,18.0,,,,,,,,9599.0,12512,,
657,273,600,2,,,,,,18.0,,,,,,,,9599.0,14120,元代釋行魁113174居居長洲陳湖 磧沙寺,
658,274,601,2,,,,,,18.0,,,,,,,,9599.0,14118,元代釋行滿113172居仰山棲隱寺,
659,275,602,2,,,,,,18.0,,,,,,,,9599.0,14000,元代釋士璋113060居棲真教寺,
660,276,603,1,,,,,18.0,18.0,,,,,,,,9599.0,4430,,
661,276,3419,1,1269.0,558.0,5.0,2.0,15.0,,,,,,,,,38278.0,322,,
662,276,3832,1,1267.0,558.0,3.0,0.0,15.0,,,,,,,,,38278.0,318,多个出處:宋代書院與宋代學術之關係P318;元代書院之地理分佈P381;泉州古代書院P49.,
663,277,604,1,,,,,18.0,18.0,,,,,,,,9599.0,9617,,
664,277,3397,1,1279.0,623.0,16.0,2.0,18.0,,,,,,,,,38280.0,376,,
665,278,605,2,250.0,,,,,18.0,,,,,,,,9599.0,13998,元代釋力金113058居瑞光寺; Temple ID 139051 Location: 吳縣盤六內; Founding: 吴赤鸟中，性康; Other: 初名普济院，宋代今名康熙四十二年乾隆二十七年巡幸,
666,279,606,1,,,,,18.0,18.0,,,,,,,,9599.0,11700,,
667,280,607,1,,,,,18.0,18.0,,,,,,,,9599.0,6009,,
668,280,608,1,,,,,18.0,18.0,,,,,,,,9599.0,8933,,
669,280,3375,1,1254.0,555.0,2.0,0.0,15.0,,,,,,,,,38278.0,317,多个出處:宋代書院與宋代學術之關係P317;元代書院之地理分佈P380.,
670,281,609,2,,,,,,18.0,,,,,,,,9599.0,13999,元代釋于慶113059居元氏縣三聖院,
671,282,610,2,,,,,,18.0,,,,,,,,9599.0,14289,元代釋智寬113335居嘉興三塔景德寺,
672,283,611,1,1262.0,,,,15.0,18.0,,,,,,,,9599.0,8314,from L.Walton: 大明一統志 47.10b; Zhejiang tongzhi 27.29a-b,
673,283,3311,1,1226.0,593.0,1.0,2.0,78.0,,,,,,,,,38278.0,313,多个出處:宋代書院與宋代學術之關係P313;元代書院之地理分佈P376.,
674,283,3382,1,1262.0,557.0,3.0,2.0,15.0,,,,,,,,,38277.0,11;34,"多个出處:中國古代書院發展史P11,34;宋代書院與宋代學術之關係P312;元代書院之地理分佈P375;中國古代的書院制度P28,51;中國書院制度考略P21.",
675,283,3749,1,1043.0,523.0,3.0,2.0,15.0,,,,,,,,,38278.0,335,多个出處:宋代書院與宋代學術之關係P335;元代書院之地理分佈P407.,
676,284,612,2,,,,,,18.0,,,,,,,,9599.0,14228,元代釋淨真113276居杭州上天竺寺,
677,285,613,2,,,,,,18.0,,,,,,,,9599.0,14210,元代釋祖鐙113260居台州之上雲峯寺,
678,286,614,2,,,,,,18.0,,,,,,,,9599.0,14262,元代釋惠滿113308居善衆寺,
679,287,615,1,1337.0,,,2.0,18.0,18.0,,,,,,,,,,"from L.Walton: 大明一統志 54.8b; Tianxia, 523",
680,287,3692,1,1337.0,635.0,3.0,2.0,18.0,,,,,,,,,38279.0,223,多个出處:江西古代書院研究P223;元代書院之地理分佈P368.,
681,288,616,2,,,,,,18.0,,,,,,,,9599.0,14389,元代釋公歌藏卜113434居杭州聖安寺,
682,288,617,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,127,Temple ID 139885 Location: 巴陵縣楞伽北峰; Founding: 唐代无姓居此，扬凭建寺; Other: 有唐代柳宗元岳州圣安寺无姓和尚碑,
683,289,618,2,,,,,,18.0,,,,,,,,9599.0,14200,元代釋珠明113251居餘杭聖果寺,
684,290,619,2,,,,,,18.0,,,,,,,,9599.0,14023,元代釋元長113079居義烏伏龍山聖壽寺,
685,290,620,2,,,,,,18.0,,,,,,,,9599.0,14342,元代釋德馨113387居伏龍山聖壽寺,
686,290,621,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,128,Temple ID 138384 Location: 臨晉縣西北,
687,290,622,2,890.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,128,Temple ID 138385 Location: 沁源縣西北靈空山; Founding: 五代，唐甏宗第三子; Other: 宋端拱中今名，另州城通仙街有圣寿寺，宋代时立,
688,290,623,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,128,Temple ID 139979 Location: 城都縣西南; Other: 唐代空慧寺，后改龙渊，宋祥符中今名,
689,290,624,2,1215.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,128,Temple ID 140001 Location: 劍州治南; Founding: 宋嘉定中,
690,290,625,2,1449.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,128,Temple ID 140036 Location: 越雋廳南門外; Founding: 明正统十四年,
691,290,626,2,530.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,128,Temple ID 140183 Location: 英德縣東; Founding: 梁代; Other: 旧名果业寺,
692,290,627,2,1600.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,128,Temple ID 140452 Location: 清平縣西; Founding: 明万历中,
693,291,628,1,,,,,15.0,18.0,,,,,,,,9599.0,2597,,
694,291,629,1,,,,,18.0,18.0,,,,,,,,,,"from L.Walton: YR II.948; Lao, p.122 [Huang Jin. Huang wenxiangong ji [Zhonghua shuju ed.], 8.336 [but seems to be misplaced -- part of this is about Yuan, but it's within another person's epitaph??]",
695,291,630,1,1221.0,,,1.0,15.0,,,,,,,,,,,"from L.Walton: 大明一統志 50.7b; Sun, p.34 (#118), Jiangxi tongzhi, 82.28a.",
696,291,3256,1,1198.0,604.0,4.0,0.0,17.0,,,,,,,,,38278.0,313,多个出處:宋代書院與宋代學術之關係P313;中國古代的書院制度P29.,
697,291,3610,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38280.0,389,多个出處:元代書院之地理分佈P389;中國古代的書院制度P50;中國書院制度考略P20.,
698,292,631,2,,,,,,18.0,,,,,,,,9599.0,14017,元代釋允才113073居嘉興石佛寺,
699,292,632,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,133,Temple ID 139096 Location: 唐縣唐岩山; Other: 顺治九年重建,
700,292,633,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,133,Temple ID 139097 Location: 南宮縣西北; Other: 唐代垂拱时石佛,
701,292,634,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,133,Temple ID 139098 Location: 寧古塔城西南; Other: 金时圣太后石佛建,
702,292,635,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,133,Temple ID 139099 Location: 虞鄉縣西南; Other: 旧百梯寺，县西有延祚寺,
703,292,636,2,630.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,133,Temple ID 139100 Location: 屯留縣西北; Founding: 唐贞观初,
704,292,637,2,1310.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,133,Temple ID 139101 Location: 永寧州西寧鄉縣西; Founding: 元至大三年; Other: 有二寺,
705,292,638,2,999.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,133,Temple ID 139102 Location: 濰縣東南; Founding: 宋咸平二年,
706,292,639,2,812.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,133,Temple ID 139783 Location: 安陸縣西; Founding: 唐元和七年,
707,292,640,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,133,Temple ID 140426 Location: 府城東; Other: 法海寺在城东,
708,293,641,1,,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Shigu shuyuan zhi 石鼓書院志 (1598 facsimile reprint), in Zhao Suosheng 趙所生, Xue Zhengxing 薛正興, eds., Zhongguo lidai shuyuan zhi 中國歷代書院志 [Shanghai?: Jiangsu jiaoyu chubanshe, n.d.]",
709,293,2936,1,1119.0,538.0,1.0,2.0,15.0,,,,,,,,,38278.0,312,多个出處:宋代書院與宋代學術之關係P312;元代書院之地理分佈P378.,
710,293,3046,1,997.0,512.0,3.0,0.0,15.0,,,,,,,,,38278.0,324,,
711,294,642,1,,,,,18.0,18.0,,,,,,,,9599.0,6649,,
712,294,3144,1,1146.0,585.0,16.0,2.0,78.0,,,,,,,,,38278.0,305,多个出處:宋代書院與宋代學術之關係P305;江西古代書院研究P113;中國古代的書院制度P29.,
713,294,3223,1,1178.0,621.0,5.0,0.0,59.0,,,,,,,,,38278.0,326,,
714,295,643,1,1346.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Wei Su 危素, Wei taipu yunlin xuji 危太樸雲林續集 [1913 Wuxing Liu clan Jiayetang printed ed.], 4.9b-10b",
715,296,644,1,,,,,18.0,18.0,,,,,,,,9599.0,3843,,
716,296,645,1,,,,,18.0,18.0,,,,,,,,9599.0,8532,,
717,296,2989,1,1119.0,538.0,1.0,2.0,15.0,,,,,,,,,38278.0,314,,
718,296,3399,1,1279.0,623.0,16.0,2.0,18.0,,,,,,,,,38280.0,377,,
719,297,646,1,1294.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: 大明一統志 44.8b; Liu Guan 柳貫, Liu Daizhi wenji 柳待制文集 [Jiangyin Miushi Yifengtang 江陰繆氏藝風堂 Yuan 1341-68 printed ed.],15.28b-31b",
720,298,647,1,,,,,18.0,18.0,,,,,,,,9599.0,5101,,
721,298,3687,1,1350.0,636.0,10.0,2.0,18.0,,,,,,,,,,,,
722,299,648,1,,,,,18.0,18.0,,,,,,,,9599.0,13185,,
723,299,3688,1,1350.0,636.0,10.0,2.0,18.0,,,,,,,,,38280.0,403,多个出處:元代書院之地理分佈P403;中國古代的書院制度P51;中國書院制度考略P21.,
724,300,649,1,,,,,18.0,18.0,,,,,,,,,,"from L.Walton: 王沂, 伊賓集 [e-SKQS ed), 18.3b-5b; Liu Yueshen, Shenzhai wenji [e-SKQS], 6.30a-32a.",
725,300,3602,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38280.0,394,多个出處:元代書院之地理分佈P394;中國古代的書院制度P51;中國書院制度考略P21.,
726,300,3698,1,1340.0,635.0,6.0,0.0,18.0,,,,,,,,,38281.0,58,,
727,300,3699,1,1340.0,635.0,6.0,0.0,18.0,,,,,,,,,38281.0,58,,
728,300,3717,1,1345.0,636.0,5.0,0.0,18.0,,,,,,,,,38281.0,59,,
729,301,650,1,,,,,18.0,18.0,,,,,,,,9599.0,3777,"from L.Walton: Fang Fengchen 方逢辰, Jiaofeng waiji 蛟峰外集 [SKQS:zb], 3.31a-35b; Fang Hui 方回, Tongjiangji 桐江集, 1.13-17 [prose poem on Stone Gorge Academy]; SYXA 82.14a [lecture by Fang Fengchen]",
730,301,3441,1,1269.0,558.0,5.0,2.0,15.0,,,,,,,,,38277.0,11;34,"多个出處:中國古代書院發展史P11,34;宋代書院與宋代學術之關係P315;元代書院之地理分佈P373;中國古代的書院制度P28.",
731,302,651,2,,,,,,18.0,,,,,,,,9599.0,14192,元代釋原妙113243居天目山獅子院,
732,303,652,2,,,,,,18.0,,,,,,,,9599.0,14375,元代釋覺明113420居奉元路壽光寺,
733,304,653,2,,,,,,18.0,,,,,,,,9599.0,14215,元代釋崇超113265居居杭州東山 壽聖寺,
734,304,654,2,350.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,94,Temple ID 138577 Location: 長洲縣西北; Founding: 晋代; Other: 宋治平中今额,
735,304,655,2,1170.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,95,Temple ID 138578 Location: 蕭縣舊城南; Founding: 金大定中,
736,304,656,2,1300.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,95,Temple ID 138579 Location: 宿遷縣舊治; Founding: 元大德四年,
737,304,657,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,95,Temple ID 138580 Location: 長子縣; Founding: 唐代; Other: 有二寺,
738,304,658,2,930.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,95,Temple ID 138581 Location: 陽城縣西北; Founding: 后唐; Other: 安初泗州院，治平四年今额,
739,304,659,2,1077.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,95,Temple ID 138582 Location: 芮城縣東北; Founding: 宋元丰一年,
740,304,660,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,95,Temple ID 140056 Location: 射洪縣東,
741,305,661,1,,,,,18.0,18.0,,,,,,,,9599.0,7154,,
742,305,2941,1,1119.0,538.0,1.0,2.0,15.0,,,,,,,,,38278.0,335,,
743,305,3444,1,1266.0,623.0,3.0,0.0,18.0,,,,,,,,,38280.0,406,,
744,306,662,1,1294.0,,,,18.0,18.0,,,,,,,,9599.0,13318,"from L.Walton: Liu Chenweng 劉辰翁 [1232-97], Xuxi ji 須溪集 [SKQS:zb] 2.7b-9a; Liu Jiangsun 劉將孫[.1257], Yangwu zhaiji 養吾齋集 [SKQS:zb] 15.25a-28a",
745,306,3559,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38280.0,380,,
746,307,663,2,,,,,,18.0,,,,,,,,9599.0,14179,元代釋法喜113230居平江雙塔寺,
747,307,664,2,865.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,143,Temple ID 138342 Location: 府城東南隅; Founding: 唐咸通中（般若寺）; Other: 至道九年改寿宁万岁禅院，宋雍熙中今名,
748,307,665,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,143,Temple ID 138343 Location: 州東南,
749,308,666,1,1292.0,,,,18.0,18.0,,,,,,,,9599.0,7641,"from L.Walton: Liu Chenweng [1232-97; 1262 jinshi], Xuxi ji, [SKQS:zb ed.], 1.7a-9a [Inscription on Double Creek Academy]; Chen Wenwei  陳文蔚 [jinshi 1235], Kezhai ji  克齋集 [SKQS ed.], 7.4b-5b [""Proclamation on Double Creek Academy""]; Tianxia, 5.45a-46b [Zhao Jieru]",
750,308,3442,1,1269.0,558.0,5.0,2.0,15.0,,,,,,,,,38277.0,12;32,"多个出處:中國古代書院發展史P12,32;宋代書院與宋代學術之關係P309;江西古代書院研究P219;元代書院之地理分佈P365;中國古代的書院制度P51;中國書院制度考略P21.",
751,309,667,1,,,,,18.0,18.0,,,,,,,,9599.0,4227,,
752,310,668,2,,,,,,18.0,,,,,,,,9599.0,14125,元代釋克新113179居嘉興水西寺,
753,310,669,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,111,Temple ID 139781 Location: 安陸縣西; Other: 一名救苦寺，今名胜业院,
754,311,670,2,,,,,,18.0,,,,,,,,9599.0,14065,元代釋正因113120居杭州殊勝寺,
755,312,671,1,,,,,18.0,18.0,,,,,,,,9599.0,12242,,
756,312,3500,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38280.0,381,,
757,313,672,1,,,,,18.0,18.0,,,,,,,,9599.0,7821,,
758,313,3335,1,1240.0,553.0,4.0,0.0,15.0,,,,,,,,,38280.0,398,,
759,314,673,2,,,,,,18.0,,,,,,,,9599.0,14137,元代釋希陵113190居袁州大仰山太平興國寺,
760,315,674,1,,,,,18.0,18.0,,,,,,,,9599.0,6466,"from L.Walton: Wei Su, Shuoxuezhai gao [-SKQS], 2.33-34b",
761,315,3562,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38280.0,400,,
762,316,675,1,,,,,18.0,18.0,,,,,,,,9599.0,16963,,
763,317,676,1,1295.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Lin Jingxi 林景熙 (fl.ca.1275), Jishan xiansheng ji 霽山先生集 [Zhibuzu coll.25] ,4.6a-8a",
764,318,677,1,,,,,18.0,18.0,,,,,,,,,,from L.Walton: 大明一統志 46.9a mentions name only,
765,319,678,3,,,,,,18.0,,,,,,,,9599.0,14465,元代酈希誠113503居居燕城天寶 宮,
766,320,679,1,,,,,18.0,18.0,,,,,,,,9599.0,13784,,
767,321,680,2,,,,,,18.0,,,,,,,,9599.0,14350,元代釋慧朗113395居杭州天華寺,
768,322,681,2,,,,,,18.0,,,,,,,,9599.0,14154,元代釋宗泐34425居京師天界寺,
769,322,682,2,,,,,,18.0,,,,,,,,9599.0,14084,元代釋夷簡113139居南京天界寺,
770,322,683,2,1380.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,169,Temple ID 138487 Location: 江寧縣城南; Founding: 明洪武中,
771,323,684,2,,,,,,18.0,,,,,,,,9599.0,14366,元代釋懷信113411居中天竺之天曆永祚寺,
772,324,685,1,1246.0,,,,15.0,18.0,,,,,,,,9599.0,12031,"from L.Walton: 大明一統志 15.6a; S Anhui #2 [Jiangnan tongzhi, 90.23b-24a]; SYXA:supp.82.225a7; Tao An, Tao xueshi ji [e-SKQS], 20.1a-3b; 20.6a-7a",
773,324,686,1,,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Yu Ji 虞集, Daoyuan xuegu lu 道園學古錄 [SBCK ed.], 9.1a-2b; Yu Que 余闕, Qingyang xiansheng wenji 青陽先生文集 [SBCK ed.], 2.1a-2b.",
774,324,3363,1,1246.0,554.0,6.0,0.0,15.0,,,,,,,,,38277.0,10;34,"多个出處:中國古代書院發展史P10,34;宋代書院與宋代學術之關係P333.",
775,324,3563,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38280.0,402,,
776,324,3631,1,1303.0,625.0,7.0,0.0,18.0,,,,,,,,,,,,
777,325,687,2,,,,,,18.0,,,,,,,,9599.0,14086,元代釋如川113141居天寧禪寺,
778,326,688,2,,,,,,18.0,,,,,,,,9599.0,14321,元代釋福演113366居彰德路天寧寺,
779,326,689,2,,,,,,18.0,,,,,,,,9599.0,13998,元代釋力金113058居嘉興天寧寺,
780,326,690,2,,,,,,18.0,,,,,,,,9599.0,14307,元代釋道高113352居海鹽之天寧寺,
781,326,691,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,171,Temple ID 138460 Location: 府治西北; Founding: 唐代; Other: 元至正中重修,
782,326,692,2,471.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,171,Temple ID 138461 Location: 廣寧門外; Founding: 元魏孝文时; Other: 初名光林寺，隋仁寿中，弘业寺，唐开元中天王寺，金大定二十一年大万安寺，明宣德中今名,
783,326,693,2,635.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,171,Temple ID 138462 Location: 州南舊城裏村; Founding: 唐贞观中,
784,326,694,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,171,Temple ID 138463 Location: 武進縣城東; Founding: 唐代; Other: 乾隆二十七年巡幸,
785,326,695,2,365.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,171,Temple ID 138464 Location: 甘泉縣天寧門外; Founding: 东晋; Other: 义兴中佛驮跋陀罗译经，宋政和中今名,
786,326,696,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,172,Temple ID 138465 Location: 州西北; Founding: 唐代; Other: 旧名光孝祠，明天顺初今名,
787,326,697,2,618.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,172,Temple ID 138466 Location: 汾陽縣東郭; Founding: 唐初; Other: 初名大中，宋名太子院，明洪武中今名,
788,326,698,2,1070.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,172,Temple ID 138467 Location: 州治下城; Founding: 宋熙宁中; Other: 双塔,
789,326,699,2,635.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,172,Temple ID 138468 Location: 州城北門街; Founding: 唐贞观中; Other: 明洪武初，一半割给镇武卫,
790,326,700,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,172,Temple ID 138469 Location: 州城西中條山; Other: 一名静林寺,
791,326,701,2,960.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,172,Temple ID 138470 Location: 州城內福壽街; Founding: 后周,
792,326,702,2,980.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,172,Temple ID 138471 Location: 州南; Founding: 宋太平兴国中; Other: 州南有能仁寺，福胜寺，兴国寺,
793,326,703,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,172,Temple ID 138472 Location: 州北; Founding: 唐代; Other: 旧名天王寺，明末废，顺治初道兴重建,
794,326,704,2,1105.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,172,Temple ID 138473 Location: 鄢陵縣東南; Founding: 宋崇宁三年; Other: 顺治七年重修,
795,326,705,2,1161.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,173,Temple ID 138474 Location: 府治東; Founding: 金大定一年,
796,326,706,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,173,Temple ID 138475 Location: 內鄉縣北馬山; Other: 金明昌初重建,
797,326,707,2,1103.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,173,Temple ID 138476 Location: 扶溝縣儒學後; Founding: 宋崇宁一年; Other: 明嘉靖中重修,
798,326,708,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,173,Temple ID 139396 Location: 州城西,
799,326,709,2,559.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,173,Temple ID 139482 Location: 府治東北; Founding: 陈永定三年武帝后; Other: 旧名隆重兴寺，宋代今名,
800,326,710,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,173,Temple ID 139493 Location: 府治西南惠政橋; Founding: 唐代; Other: 旧名国宁寺，宋政各中今额,
801,326,711,2,730.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,173,Temple ID 139537 Location: 臨海縣巾子山; Founding: 唐开元中; Other: 寺东有古塔,
802,326,712,2,1050.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,173,Temple ID 139558 Location: 建德縣南; Founding: 宋庆历中,
803,326,713,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,173,Temple ID 139610 Location: 府治南; Founding: 宋代; Other: 初名天名院，康熙十年重修，城南落星寺,
804,326,714,2,880.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,173,Temple ID 139646 Location: 府治南; Founding: 唐韦宙; Other: 初名兴化寺，宋代报恩元代今年名,
805,326,715,2,540.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,174,Temple ID 139874 Location: 武崗州治南; Founding: 梁武帝; Other: 宋徽宗改报恩,
806,326,716,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,174,Temple ID 140031 Location: 平武縣南; Founding: 宋代,
807,326,717,2,770.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,174,Temple ID 140241 Location: 海康縣西關外; Founding: 唐大历五年; Other: 旧名报恩,
808,326,718,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,174,Temple ID 140244 Location: 瓊山縣，萬州，崖州; Founding: 宋; Other: 三寺,
809,327,719,2,,,,,,18.0,,,,,,,,9599.0,14265,元代釋普仁113311居大都天慶寺,
810,327,720,2,1000.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,170,Temple ID 138482 Location: 朝陽縣西; Founding: 辽代; Other: 康熙十七年重修,
811,327,721,2,1060.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,170,Temple ID 140070 Location: 州治西; Founding: 宋嘉祐中,
812,328,722,2,,,,,,18.0,,,,,,,,9599.0,14195,元代釋悟光113246居四明天童寺,
813,328,723,2,,,,,,18.0,,,,,,,,9599.0,14089,元代釋如砥113144居天童寺,
814,329,724,2,1100.0,,,,,18.0,,,,,,,,9599.0,14041,元代釋文靜113096居山陰天章寺; Temple ID 139518 Location: 山陰縣蘭渚山; Founding: 宋代; Other: 兰亭旧地,
815,330,725,1,1312.0,,,,18.0,18.0,,,,,,,,,,from L.Walton: 大明一統志 47.10b,
816,330,3637,1,1312.0,627.0,1.0,2.0,18.0,,,,,,,,,38280.0,376,,
817,331,726,2,,,,,,18.0,,,,,,,,9599.0,14173,元代釋法空113224居居忻州萬安 禪院,
818,332,727,2,,,,,,18.0,,,,,,,,9599.0,14031,元代釋元瀞113086居天衣萬壽寺,
819,333,728,2,,,,,,18.0,,,,,,,,9599.0,14104,元代釋至仁113159居蘇州萬壽寺,
820,333,729,2,,,,,,18.0,,,,,,,,9599.0,14098,元代釋自如113153居浙江萬壽寺,
821,333,730,2,,,,,,18.0,,,,,,,,9599.0,14073,元代釋永珍113128居平江萬壽寺,
822,333,731,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,232,Temple ID 138158 Location: 定興縣西江村; Other: 明，鹿善此讲学,
823,333,732,2,1577.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,232,Temple ID 138159 Location: 西直門外; Founding: 明万历五年; Other: 康熙五十二年奉敕重修，乾隆十六年重修,
824,333,733,2,1713.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,232,Temple ID 138160 Location: 外攘門外; Founding: 康熙五十二年敕建,
825,333,734,2,410.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,232,Temple ID 138161 Location: 府治東北; Founding: 晋义熙中，法愔; Other: 初名净寿院，明嘉靖时为长洲学，今名证杲庵,
826,333,735,2,875.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,232,Temple ID 138162 Location: 婺源縣西; Founding: 唐，乾符初,
827,333,736,2,620.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,232,Temple ID 138163 Location: 府城內; Founding: 唐武德中,
828,333,737,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,233,Temple ID 138164 Location: 州城東門內州城南; Other: 由二寺而来,
829,333,738,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,233,Temple ID 139787 Location: 隋州西南大洪山,
830,333,739,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,234,Temple ID 140022 Location: 富順縣東南溪縣治西; Founding: 俱宋代; Other: 由二寺而来,
831,333,740,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,234,Temple ID 140087 Location: 梁山縣西,
832,333,741,2,1404.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,234,Temple ID 140089 Location: 廳西; Founding: 明永乐一年,
833,333,742,2,1250.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,234,Temple ID 140187 Location: 增城縣鳳凰山; Founding: 宋嘉熙中; Other: 旧名法空寺,
834,333,743,2,600.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,234,Temple ID 140259 Location: 府學南門外; Founding: 隋代; Other: 旧名永宁，元代圆觉，顺治十五年重修,
835,333,744,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,234,Temple ID 140268 Location: 凌雲縣南屏藩山,
