,Unnamed: 0,name,ge,number,year,director,writer,act,length,type,region
1093,1093,十二宫 Zodiac,7.4,147117,2007,大卫·芬奇,詹姆斯·范德比尔特,"杰克·吉伦哈尔,马克·鲁弗洛,安东尼·爱德华兹,小罗伯特·唐尼,布莱恩·考克斯,约翰·卡洛·林奇,里奇蒙德·阿奎特 ,鲍勃·斯蒂芬森,约翰·莱西,科洛·塞维尼,艾德·塞特拉基安,约翰·盖兹,约翰·特里,坎迪·克拉克,伊莱亚斯·科泰斯",157 分钟,"剧情,悬疑,惊悚,传记,犯罪",美国
1094,1094,二次曝光,6.1,125310,2012,李玉,"李玉,方励","范冰冰,冯绍峰,霍思燕,陈冲,孔维,姚安濂,梁静,方励",106分钟,"剧情,爱情,悬疑",中国大陆
1095,1095,锦衣卫,6.0,127044,2010,李仁港,"邝文伟,李仁港","甄子丹,赵薇,吴尊,徐子珊,戚玉武,陈观泰,午马,洪金宝,罗家英,刘松仁",112分钟,"剧情,动作,惊悚,武侠,古装","中国大陆,中国香港,新加坡"
1096,1096,一个勺子,7.7,133383,2014,陈建斌,陈建斌,"陈建斌,蒋勤勤,王学兵,金世佳",95分钟(公映版),"剧情,喜剧",中国大陆
1097,1097,燕尾蝶 スワロウテイル,8.7,135708,1996,岩井俊二,岩井俊二,"恰拉,伊藤步,三上博史,江口洋介,渡部笃郎,许志安,山口智子,大塚宁宁,小桥贤儿,顾晓东,洞口依子,田口智朗,铃木庆一,盐见三省,渡边哲,酒井敏也,五十岚信次郎,桃井薰,浅野忠信",148分钟,"剧情,犯罪",日本
1098,1098,相爱相亲,8.4,142543,2017,张艾嘉,"张艾嘉,游晓颖","张艾嘉,田壮壮,郎月婷,宋宁峰,吴彦姝,耿乐,谭维维,刘若英,王志文,李雪健,马嘉祺,张艺瀚",120分钟,"剧情,爱情,家庭","中国大陆,中国台湾"
1099,1099,摄影机不要停！ カメラを止めるな！,8.3,146252,2017,上田慎一郎,上田慎一郎,"滨津隆之,真鱼,主浜晴美,秋山柚稀,长屋和彰,细井学,市原洋,山崎俊太郎,大泽真一郎,竹原芳子,吉田美纪,合田纯奈,浅森咲希奈,山口友和,藤村拓矢,岩合智史,高桥恭子",96分钟,"喜剧,恐怖",日本
1100,1100,上帝也疯狂 The Gods Must Be Crazy,8.7,123305,1980,加美·尤伊斯,加美·尤伊斯,"Marius Weyers,Sandra Prinsloo,历苏,Louw Verwey,Michael Thys",109 分钟,喜剧,"南非,博茨瓦纳"
1101,1101,枪王之王,6.6,125865,2010,尔冬升,"尔冬升,秦天南,刘浩良","古天乐,吴彦祖,李冰冰,蔡卓妍,杜汶泽,方中信,连凯,林雪,王敏德",117分钟,"动作,悬疑,惊悚","中国香港,中国大陆"
1102,1102,怦然星动,4.6,82178,2015,陈国辉,"陈国辉,徐伊亮,林俐颖,杨佳","杨幂,李易峰,陈数,王耀庆,张云龙,迪丽热巴,金世佳",98分钟,"喜剧,爱情",中国大陆
1103,1103,名侦探柯南：绀青之拳 名探偵コナン 紺青の拳,5.9,125344,2019,永冈智佳,"大仓崇裕,青山刚昌","高山南,山口胜平,山崎和佳奈,小山力也,绪方贤一,岩居由希子,高木涉,大谷育江,林原惠美,松井菜樱子,桧山修之,石井康嗣,浅川悠,高桥广树,梶裕贵,间宫康弘,林修,河北麻友子,山崎育三郎",110分钟,"动画,悬疑",日本
1104,1104,移动迷宫2 Maze Runner: The Scorch Trials,5.9,95238,2015,韦斯·鲍尔,"T·S·诺林,詹姆斯·达什纳","迪伦·奥布莱恩,卡雅·斯考达里奥,托马斯·布罗迪-桑斯特,吉安卡罗·埃斯波西托,艾丹·吉伦,李起弘,巴里·佩珀,莉莉·泰勒,派翠西娅·克拉克森,德克斯特·达登,亚历山大·弗洛里斯,雅库布·洛弗兰德,罗莎·萨拉查,特里·戴尔·帕克斯,凯瑟琳·史密斯-麦格林,凯瑟琳·麦克纳马拉,娜塔莉·伊曼纽尔",132分钟,"动作,科幻,冒险",美国
1105,1105,少年班,5.9,82498,2015,肖洋,"张冀,肖洋","孙红雷,周冬雨,董子健,王栎鑫,柳希龙,李佳奇,王紫璇,赵立新,王森",106分钟,"剧情,喜剧",中国大陆
1106,1106,名侦探柯南：引爆摩天楼 名探偵コナン 時計じかけの摩天楼,8.4,103334,1997,儿玉兼嗣,"古内一成,青山刚昌","高山南,山口胜平,山崎和佳奈,神谷明,盐泽兼人,绪方贤一,茶风林,岩居由希子,高木涉,大谷育江,藤本让,藤城裕士,宫寺智子,藤井佳代子,山路和弘,平尾仁,谷川俊,山崎巧,千叶一伸,真山亚子,一条和矢,百百麻子,川谷修士,小堀裕之,野村明大,石田太郎",95分钟,"喜剧,动画,悬疑,家庭,冒险",日本
1107,1107,一级恐惧 Primal Fear,8.5,153661,1996,格里高利·霍布里特,"斯蒂夫·沙甘,安·白德曼","理查·基尔,劳拉·琳妮,约翰·马奥尼,阿尔法·伍达德,弗兰西斯·麦克多蒙德,爱德华·诺顿,特瑞·欧奎恩,安德鲁·布劳尔,斯蒂文·鲍尔,乔·斯帕诺,托尼·普拉纳,斯坦利·安德森,毛拉·蒂尔内,乔恩·塞达,瑞格·罗杰斯",129 分钟,"剧情,悬疑,犯罪",美国
1108,1108,黄海 황해,8.5,157780,2010,罗泓轸,罗泓轸,"河正宇,金允石,郑满植,李哲民 ,李艾",157分钟(韩国),"剧情,动作,犯罪","韩国,美国,中国香港"
1109,1109,厕所英雄 Toilet - Ek Prem Katha,7.2,82114,2017,什里·那拉扬·辛,"格丽玛,西达尔特·辛格","阿克谢·库玛尔,阿努潘·凯尔,布米·佩德卡尔,拉杰什·沙玛,萨钦·克德卡,莎娜·可汗,迪韦严杜·沙玛",155分钟,"剧情,喜剧",印度
1110,1110,济公 濟公,7.4,103066,1993,"杜琪峰,程小东",邵丽琼,"周星驰,张曼玉,吴孟达,黄秋生,梅艳芳,苑琼丹,卢海鹏,黄一飞",89分钟,"喜剧,奇幻",中国香港
1111,1111,夏日大作战 サマーウォーズ,8.6,152040,2009,细田守,奥寺佐渡子,"神木隆之介,樱庭奈奈美,富司纯子,谷村美月,斋藤步,横川贵大,信泽三惠子,谷川清美,桐本拓哉,佐佐木睦,玉川纱己子,永井一郎,山像香,小林隆,田村高美,清水优,中村正,田中要次,金泽映子,中村桥弥,高久千草,板仓光隆,仲里依纱,安达直人,诸星堇,今井悠贵,太田力斗,皆川阳菜乃",114分钟,"喜剧,科幻,动画,家庭,冒险",日本
1112,1112,憨豆特工3 Johnny English Strikes Again,6.4,73866,2018,大卫·科尔,"尼尔·珀维斯,罗伯特·韦德","罗温·艾金森,本·米勒,欧嘉·柯瑞兰寇,杰克·莱西,艾玛·汤普森,米兰达·亨妮莎,亚当·詹姆斯,萨曼莎·罗素,大卫·穆梅尼,通恰伊·古奈什,梶冈润一,埃迪·奥康奈尔,尼克·欧文福特,马修·比尔德",89分钟,"喜剧,动作,冒险","法国,美国,英国"
1113,1113,机械师 The Mechanic,7.1,115857,2011,西蒙·韦斯特,"肖恩·萨莱诺,刘易斯-约翰·卡利诺,理查德·温克","杰森·斯坦森,本·福斯特,托尼·戈德温,唐纳德·萨瑟兰,杰夫·蔡斯,米妮·安顿,克里斯蒂娜·坎贝尔",93分钟,"动作,惊悚",美国
1114,1114,移动迷宫3：死亡解药 Maze Runner: The Death Cure,5.3,76150,2018,韦斯·鲍尔,"T·S·诺林,詹姆斯·达什纳","迪伦·奥布莱恩,卡雅·斯考达里奥,李起弘,托马斯·布罗迪-桑斯特,罗莎·萨拉查,德克斯特·达登,艾丹·吉伦,威尔·保尔特,吉安卡罗·埃斯波西托,沃尔顿·戈金斯,派翠西娅·克拉克森,巴里·佩珀",142分钟,"动作,科幻,冒险",美国
1115,1115,分歧者：异类觉醒 Divergent,6.5,106846,2014,尼尔·博格,"埃文·达赫迪,瓦内莎·泰勒","谢琳·伍德蕾,西奥·詹姆斯,艾什莉·贾德,杰·科特尼,雷·史蒂文森,佐伊·克罗维兹,迈尔斯·特勒,托尼·戈德温,安塞尔·艾尔高特,李美琪,梅奇·费法,凯特·温丝莱特,本·劳埃德-休斯,克里斯蒂安·马德森",140分钟(中国大陆),"动作,科幻,冒险",美国
1116,1116,碧海蓝天 Le grand bleu,8.7,130762,1988,吕克·贝松,"吕克·贝松,Robert Garland,Marilyn Goldin,雅克·梅欧,Marc Perrier","让-马克·巴尔,让·雷诺,罗姗娜·阿奎特,保罗·希纳尔,赛尔乔·卡斯特利托,让·布伊兹,马克·迪莱特,格里芬·邓恩,安德烈亚斯·武齐纳斯,瓦伦提娜·瓦格斯,金伯莉·贝克",132分钟(法国),"剧情,爱情","法国,美国,意大利"
1117,1117,小丑回魂 It,7.4,155722,2017,安德斯·穆斯切蒂,"蔡斯·帕默,凯瑞·福永,加里·多伯曼,斯蒂芬·金","比尔·斯卡斯加德,杰登·马泰尔,杰里米·雷·泰勒,索菲娅·莉莉丝,菲恩·伍法德,乔森·雅各布,杰克·迪伦·格雷泽,瓦耶特·奥莱夫,杰克逊·罗伯特·斯科特,尼古拉斯·汉密尔顿,杰克·辛,洛根·汤普森,欧文·泰格,斯蒂夫·博加尔特,斯图尔特·休斯,杰弗里·庞塞特,皮普·德怀尔,莫莉·阿特金森,史蒂文·威廉姆斯,伊丽莎白·桑德斯,梅根·查彭提尔,安东尼·尤埃西,哈维尔·博泰特,伊莎贝尔·内利瑟,尼尔·克容",135分钟,"剧情,恐怖,儿童","美国,加拿大"
1118,1118,女人不坏,6.0,125970,2008,徐克,"徐克,郭在容","周迅,桂纶镁,张雨绮,冯德伦,方中信,彭于晏,高以翔,沈羽倩,张之亮,郭在容,方平",116分钟,喜剧,"中国大陆,中国香港"
1119,1119,十全九美,5.1,103349,2008,王岳伦,高飞,"立威廉,黄奕,刘桦,邓家佳,李彧,李昌元,李晓川,汪涵",92分钟,"喜剧,古装",中国大陆
1120,1120,冰川时代5：星际碰撞 Ice Age: Collision Course,7.0,67688,2016,"麦克·特米尔,加仑·T·楚","迈克尔·J·威尔森,迈克尔·伯格 ,尤尼·布伦纳,奥布里·所罗门","西蒙·佩吉,洁茜J,杰西·泰勒·弗格森,克里斯·韦奇,詹妮弗·洛佩兹,梅丽莎·劳奇,迈克尔·斯特拉罕,雷·罗马诺,约翰·雷吉扎莫,斯蒂芬妮·比翠丝,尼克·奥弗曼,亚当·德维尼,柯柯·帕尔莫,马克思·格林菲尔德,丹尼斯·利瑞,卡洛斯·庞丝,旺达·塞克丝,尼尔·德格拉塞·泰森",94分钟,"喜剧,动画,冒险",美国
1121,1121,踏血寻梅 踏血尋梅,7.5,150692,2015,翁子光,翁子光,"郭富城,春夏,白只,谭耀文,金燕玲,邵美琪,李逸朗,杨诗敏,蔡洁,吴嘉星,何卓霖,艾迪,谭炳文,梁小冰,车保罗,太保",120分钟(导演版),"剧情,悬疑,犯罪",中国香港
1122,1122,假结婚 The Proposal,7.2,136672,2009,安妮·弗莱彻,彼得·基亚雷利,"桑德拉·布洛克,瑞恩·雷诺兹,玛丽·斯汀伯根,格雷格·T·尼尔森,贝蒂·怀特",108 分钟,"剧情,喜剧,爱情",美国
1123,1123,一念天堂,5.9,75927,2015,张承,张承,"沈腾,马丽,杜晓宇,林雪,王子子,李元鹏,苏志丹,徐若琪,齐海洋",102分钟,喜剧,中国大陆
1124,1124,死神来了3 Final Destination 3,7.1,125131,2006,黄毅瑜,"格伦·摩根,黄毅瑜","玛丽·伊丽莎白·温斯特德,瑞恩·莫里曼,克里斯·勒姆彻,亚莉克兹·约翰逊,萨姆·伊斯顿,杰西·莫斯,吉娜·赫尔顿,特夏斯·巴特尔,切兰·西蒙斯,克瑞斯塔尔·洛维,阿曼达·克鲁,马美琪,派崔克·盖勒",93 分钟,"惊悚,恐怖",美国
1125,1125,里约大冒险2 Rio 2,7.7,112430,2014,卡洛斯·沙尔丹哈,"唐·莱默,卡洛斯·沙尔丹哈","安妮·海瑟薇,杰西·艾森伯格,布鲁诺·马尔斯,杰米·福克斯,克里斯汀·肯诺恩斯,安迪·加西亚,莱斯利·曼恩,罗德里戈·桑托罗,阿曼德拉·斯坦伯格 ,杰克·T·奥斯汀,约翰·雷吉扎莫,杰梅奈·克莱门特,乔治·洛佩兹,丽塔·莫雷诺,皮尔斯·加格农,威廉姆·亚当斯,娜塔丽·莫瑞丝,埃里克·埃德尔斯坦,卡洛斯·沙尔丹哈",101分钟,"喜剧,动画,冒险",美国
1126,1126,廉政风云 廉政風雲 煙幕,5.4,84384,2019,麦兆辉,"麦兆辉,凌志民,韦浩川","刘青云,张家辉,林嘉欣,袁咏仪,方中信,陈家乐,汤怡,骆应钧,吴岱融,常倩,吴浩康",114分钟,"剧情,悬疑,犯罪","中国香港,中国大陆"
1127,1127,倩女幽魂,5.3,102082,2011,叶伟信,张炭,"刘亦菲,古天乐,余少群,惠英红,樊少皇,林鹏,巩新亮,王丹怡栗,徐锦江",98分钟,"剧情,惊悚,奇幻,古装","中国大陆,中国香港"
1128,1128,"巴黎，我爱你 Paris, je t'aime",8.3,136402,2006,"奥利维耶·阿萨亚斯,伊桑·科恩,乔尔·科恩,格斯·范·桑特,汤姆·提克威,沃尔特·塞勒斯,亚历山大·佩恩,杜可风,热拉尔·德帕迪约,阿方索·卡隆,诹访敦彦,希尔万·肖默,韦斯·克雷文,伊莎贝尔·科赛特,顾伦德·查达哈,文森佐·纳塔利","格斯·范·桑特,伊桑·科恩,乔尔·科恩,杜可风,阿方索·卡隆,奥利维耶·阿萨亚斯,汤姆·提克威,亚历山大·佩恩,诹访敦彦,希尔万·肖默,韦斯·克雷文","朱丽叶·比诺什,威廉·达福,娜塔莉·波特曼,加斯帕德·尤利尔,热拉尔·德帕迪约,玛吉·吉伦哈尔,伊利亚·伍德,欧嘉·柯瑞兰寇,亚历山大·佩恩,李昕,伊里斯·麦康利,莱拉·贝蒂,塞瑞尔·戴思科斯,布鲁诺·波达里德斯,史蒂夫·布西密,芬妮·阿尔丹,奥利弗·舒密兹",120 分钟,"剧情,喜剧,爱情","法国,列支敦士登,瑞士"
1129,1129,名侦探柯南：通向天国的倒计时 名探偵コナン 天国へのカウントダウン,8.6,99816,2001,儿玉兼嗣,"青山刚昌,古内一成","高山南,山崎和佳奈,神谷明,山口胜平,林原惠美,岩居由希子,高木涉,大谷育江,堀之纪,立木文彦,茶风林,绪方贤一,井上和彦,松井菜樱子,藤田淑子,渡部猛,久川绫,桥本晃一,小杉十郎太,中岛聪彦,玉川纱己子,千叶一伸,宇垣秀成,菅原淳一,一条和矢,小西克幸,井上隆之,百百麻子,赤木美绘,永井一郎",100 分钟,"动作,动画,悬疑,惊悚",日本
1130,1130,京城81号,4.8,93351,2014,叶伟民,"文隽,杨梅媛,李晶凌","吴镇宇,林心如,杨祐宁,秦海璐,莫小棋,金燕玲,袁祥仁,夏文汐,李菁,李晓川,韩志,张煜雯",90分钟,"剧情,悬疑,恐怖",中国大陆
1131,1131,绿巨人浩克 Hulk,6.7,97482,2003,李安,"詹姆斯·夏慕斯,约翰·特曼,迈克尔·弗朗斯,杰克·科比,斯坦·李","艾瑞克·巴纳,詹妮弗·康纳利,山姆·艾里奥特,乔什·卢卡斯,尼克·诺特,保罗·克塞,卡拉·布欧诺,托德·特森,凯文·兰金,西利亚·维斯顿,迈克·埃尔文,卢·弗里基诺,斯坦·李,雷吉·戴维斯,克雷格·达蒙,杰弗里·斯科特,雷吉娜·麦基·雷德翁,金大贤,达尼爱拉·库恩",138分钟,"剧情,动作,科幻",美国
1132,1132,冈仁波齐,7.7,120623,2015,张杨,张杨,"尼玛扎堆,杨培,索朗卓嘎,次仁曲珍,色巴江措,仁青晋美,姆曲,扎西措姆,江措旺堆,达瓦扎西,仁青旺佳,丁孜登达,索郎尼马",117分钟,剧情,中国大陆
1133,1133,黑暗面 La cara oculta,8.2,157629,2011,安德烈斯·拜斯,"安德烈斯·拜斯,哈特姆·科莱切","基姆·古铁雷斯,克拉拉·拉戈,玛蒂娜·加西亚,亚历山德拉·斯图尔特,玛利亚·罗德里格斯,玛瑟拉·玛,汉姆贝托·多拉多,胡安·巴普蒂斯塔",97分钟,"剧情,悬疑,惊悚","哥伦比亚,西班牙"
1134,1134,极限特工3：终极回归 xXx: Return of Xander Cage,5.6,101425,2017,D·J·卡卢索,"F·斯科特·弗雷泽,里奇·威尔克斯","范·迪塞尔,甄子丹,迪皮卡·帕度柯妮,吴亦凡,鲁比·罗丝,塞缪尔·杰克逊,妮娜·杜波夫,托尼·贾,托妮·科莱特,赫敏·科菲尔德,阿尔·萨皮恩扎,艾斯·库珀,内马尔,罗伊·麦克凯恩,迈克尔·比斯平",107分钟,"动作,冒险",美国
1135,1135,胖子行动队,4.2,69114,2018,包贝尔,"张鹏,刘智林","文章,包贝尔,郭京飞,李成敏,辣目洋子,许君聪,曾一竣,张梦露,戚玉武,仓田保昭,木幡龙,宋佳,文隽",108分钟,"喜剧,动作",中国大陆
1136,1136,极速车王 Ford v Ferrari,8.6,162121,2019,詹姆斯·曼高德,"杰斯·巴特沃斯,约翰-亨利·巴特沃斯,贾森·凯勒","马特·达蒙,克里斯蒂安·贝尔,乔什·卢卡斯,乔·博恩瑟,崔西·莱茨,诺亚·尤佩,玛丽萨·佩特罗,凯特瑞娜·巴尔夫,雷·迈克金农,约翰·约瑟夫·菲尔德,华莱士·朗翰,乔纳森·拉帕格里拉,斯特凡,鲁道夫·马丁,拉奇兰·布坎南,瓦德·霍尔顿,肖恩·卡里甘,克里斯托弗·达尔加,亚当·梅菲尔德,乔瓦尼·索罗菲瓦,乔·威廉森,本杰明·里格比,杰克·麦克马伦,保罗·福克斯,雷莫·吉罗内,德鲁·劳施,朱利安·米勒,艾拉姆·奥里安,埃姆利·贝赫什蒂,蒂芙妮·伊冯娜·考克斯,达林·库珀,科拉多·因韦尔尼齐,特洛伊·迪林格,彼得·阿佩塞拉,斯凯勒·马歇尔",152分钟,"剧情,传记,运动",美国
1137,1137,马达加斯加2：逃往非洲 Madagascar: Escape 2 Africa,7.7,103818,2008,"埃里克·达尼尔,汤姆·麦格拉思","伊坦·柯亨,埃里克·达尼尔,汤姆·麦格拉思","本·斯蒂勒,克里斯·洛克,大卫·休默,贾达·萍克·史密斯,萨莎·拜伦·科恩,伯尼·麦克,亚历克·鲍德温,威廉姆·亚当斯",89 分钟,"喜剧,动作,动画,家庭,冒险",美国
1138,1138,遗落战境 Oblivion,7.0,128266,2013,约瑟夫·科辛斯基,"约瑟夫·科辛斯基,卡尔·盖杜谢克,迈克尔·阿恩特","汤姆·克鲁斯,摩根·弗里曼,欧嘉·柯瑞兰寇,尼古拉·科斯特-瓦尔道,佐伊·贝尔,梅丽莎·里奥,安德丽娅·赖斯伯勒",124分钟,"动作,科幻,冒险",美国
1139,1139,昆池岩 곤지암,6.2,145633,2018,郑凡植,郑凡植,"魏化俊,朴智炫,吴雅妍,文艺媛,朴成焄,刘帝允,李承旭",94分钟,恐怖,韩国
1140,1140,千王之王2000,6.9,93303,1999,王晶,王晶,"周星驰,张家辉,王晶,吴君如,林熙蕾,关秀媚,卢惠光,段伟伦,叶竞生,吴志雄,李兆基,刘以达,罗家英,胡枫,曾近荣,施念慈,苑琼丹",91 分钟,喜剧,中国香港
1141,1141,沉默的证人,5.3,112167,2019,雷尼·哈林,"吴孟璋,畅游","张家辉,杨紫,任贤齐,李成敏,冯嘉怡,陈家乐,马书良,欧阳靖,郭晋安,吴卓羲,郭羡妮,明鹏",94分钟,"动作,犯罪","中国大陆,中国香港"
1142,1142,暴雪将至,7.0,123267,2017,董越,董越,"段奕宏,江一燕,杜源,郑伟,郑楚一,张林",120分钟,"剧情,悬疑,犯罪",中国大陆
1143,1143,全球热恋,5.6,101465,2011,"陈国辉,夏永康","陈国辉,何敏文","刘若英,郭富城,陈奕迅,桂纶镁,杨颖,井柏然,徐帆,刘金山,杜海涛",104分钟,"喜剧,爱情","中国大陆,中国香港"
1144,1144,新少林寺,6.0,113715,2011,陈木胜,"袁锦麟,张志光,王秋雨,陈锦昌,张炭","刘德华,谢霆锋,范冰冰,成龙,吴京,余少群,熊欣欣,于海,释彦能,白冰,景珂,岛田瑠那",132分钟,"剧情,动作","中国大陆,中国香港"
1145,1145,空房间 빈집,8.0,131352,2004,金基德,金基德,"在熙,李成延,李忠秀",88分钟,"剧情,爱情,犯罪",韩国
1146,1146,本能 Basic Instinct,7.8,129001,1992,保罗·范霍文,乔·埃泽特哈斯,"迈克尔·道格拉斯,莎朗·斯通,乔治·杜兹达扎,珍妮·特里普里霍恩,丹尼斯·阿尔恩特",127 分钟,"爱情,悬疑,惊悚,情色","美国,法国"
1147,1147,警察故事,8.0,82502,1985,成龙,"邓景生,成龙","成龙,林青霞,张曼玉,董骠,楚原,曹查理,汤镇业,刘雅丽,卢敏仪,林国斌",101 分钟,"喜剧,动作,惊悚,犯罪",中国香港
1148,1148,星空,7.2,123832,2011,林书宇,"几米,林书宇","徐娇,林晖闵,刘若英,庾澄庆,桂纶镁,蔡淑臻",98分钟,"剧情,爱情,奇幻","中国大陆,中国台湾"
1149,1149,生死狙击 Shooter,7.8,125175,2007,安东尼·福奎阿,乔纳森·勒姆金,"马克·沃尔伯格,凯特·玛拉,迈克尔·佩纳,丹尼·格洛弗,伊莱亚斯·科泰斯,罗娜·迈特拉",124分钟,"剧情,动作,惊悚",美国
1150,1150,昨日青空,6.2,75983,2018,奚超,"苏尚卿,王一博,段艺璇,马斑马,林强",,82分钟,"爱情,动画",中国大陆
1151,1151,通天塔 Babel,8.0,134131,2006,亚历杭德罗·冈萨雷斯·伊纳里图,吉列尔莫·阿里亚加,"布拉德·皮特,凯特·布兰切特,盖尔·加西亚·贝纳尔,艾德里安娜·巴拉扎,菊地凛子,役所广司,迈克尔·佩纳",143 分钟,剧情,"法国,美国,墨西哥"
1152,1152,守望者 Watchmen,8.5,139801,2009,扎克·施奈德,"大卫·海特,亚历克斯·谢,戴夫·吉布森,艾伦·摩尔","帕特里克·威尔森,卡拉·古奇诺,比利·克鲁德普,玛琳·阿克曼,杰弗里·迪恩·摩根,马修·古迪,杰基·厄尔·哈利,马特·弗里沃,史蒂芬·麦克哈蒂,劳拉·门内尔,詹姆斯·M.康纳",162分钟,"动作,科幻,悬疑",美国
1153,1153,月光男孩 Moonlight,7.4,127942,2016,巴里·詹金斯,"巴里·詹金斯,塔瑞尔·麦卡尼","崔凡特·罗兹,安德烈·霍兰,马赫沙拉·阿里,娜奥米·哈里斯,加奈儿·梦奈,艾什顿·桑德斯,贾雷尔·杰罗姆,艾利克斯·希伯特,杰登·派纳,段·桑德森,艾德森·吉恩,斯蒂芬·布隆",111分钟,"剧情,同性",美国
